Student Number,PH-121,HS-101,CY-105,HS-105/12,MT-111,CS-105,CS-106,EL-102,EE-119,ME-107,CS-107,HS-205/20,MT-222,EE-222,MT-224,CS-210,CS-211,CS-203,CS-214,EE-217,CS-212,CS-215,MT-331,EF-303,HS-304,CS-301,CS-302,TC-383,MT-442,EL-332,CS-318,CS-306,CS-312,CS-317,CS-403,CS-421,CS-406,CS-414,CS-419,CS-423,CS-412
97338,56.45,51.56,8.22,28.02,38.32,8.26,71.76,61.96,8.59,41.43,58.26,66.32,23.62,6.02,48.67,50.39,40.26,37.65,18.95,26.03,70.81,23.29,72.33,5.74,14.05,69.29,23.27,26.15,63.84,64.7,11.05,39.5,90.86,41.65,81.46,69.52,,73.22,48.47,70.51,71.85
97339,78.8,94.69,56.71,65.66,85.07,54.81,62.94,85.84,60.71,51.93,74.05,61.97,71.81,55.12,79.72,65.59,86.93,37.18,67.47,75.7,81.89,77.18,84.5,50.54,52.95,83.05,73.91,73.15,88.28,81.97,25.09,65.82,97,71.75,78.26,66.66,,82.23,77.78,67.48,67.23
97340,6.39,14.93,62.33,16.73,44.85,62.95,46.16,44.98,33.1,11.4,15.22,45.56,10.01,17.21,68.47,55.32,8.07,33.88,28.96,53.3,27.22,7.02,68.54,64.8,29.27,73.79,60.57,63.98,53.79,56.39,12.19,45.77,93.28,51.28,42.76,58.39,63.05,84.53,35.16,72.43,
97341,9.44,10.56,64.36,40.56,8.3,54.72,60.24,50.97,46.02,11.74,20.42,35.56,27.78,0.76,9.32,33.18,17.94,11.12,12.24,5.92,57.11,13.89,14.75,9.05,0,62.54,56.49,11.76,88.56,28.1,39.85,7.4,25.39,2,70.63,0.77,,2.46,32.62,59.9,13.66
97342,25.96,47.56,57.85,40.06,74.71,48.71,67.87,59.6,64.98,7.33,46.09,37.65,61.74,6.44,68.67,81.54,53.35,20.13,46.67,58.92,76.25,29.75,78.19,64.96,42.61,62.94,72.75,58.89,94.86,28.5,63.2,34.56,98.21,42.1,25.82,84.46,65.85,91.61,61.83,79.78,
97343,46.58,75.75,96.04,68.09,83.03,60.17,65.97,89.04,83.33,68.54,86.74,82.97,69.29,36.7,70.93,63.99,90.16,47.35,64.28,77.3,69.95,76.57,46.78,39.19,37.15,70.25,11.65,33.16,43.09,57.55,44.84,47.2,97.25,55.81,92.92,61.28,94.03,82.98,60.77,61.76,
97344,40.72,63.5,50.54,61.37,88.58,29.84,80.74,66.05,58.8,53.96,68.31,82.47,5.13,32.71,67.89,16.5,59.91,12.52,32.57,56.97,80.46,48.69,74.23,34.84,37.58,67.48,64.05,60.67,83.05,56.86,21.63,46.51,100,66.45,81.07,59.79,,86.83,73.05,91.23,66.13
97345,67.97,56.7,54.02,66.34,50.33,58.5,63.31,45.65,22.02,7.85,18.32,47.44,11.37,51.31,59.7,64.54,61.39,51.22,11.41,68.84,44.07,17.38,64.04,28.16,15.24,48.44,13.66,5.46,39.55,24.43,8.65,47.84,69.5,6.83,34.88,59.44,31.26,62.97,43.17,62.68,
97346,23.68,21.49,7.34,30.99,46.91,11.75,60.12,12.52,60.42,11.13,5.92,55.2,57.78,53.28,65.89,53.62,5.42,42.43,34.32,74.5,34.69,23.58,29.91,16.79,5.9,30.92,13.42,82.94,91.9,20.17,9.48,32.97,87.17,25.25,36.36,34.66,55.85,64.85,27.25,63.08,
97347,42.83,56.44,82.04,88.75,93.65,74.42,83.03,86.96,51.36,42.64,52.26,86.65,28.87,63.49,55.82,49.15,51.47,15.13,33.04,65.84,81.52,47.45,83.11,48.33,51.67,55.27,48.8,88.46,53.61,60.03,44.1,69.66,86.87,67.8,14.12,63.15,,88.45,78.33,91.54,68.78
97348,58.52,62,88.39,65.63,89.07,94.2,71.49,90.46,83.37,50.28,78.68,89.91,86.33,57,81.29,76.34,76.52,84.11,89.57,86.15,89.47,81.97,87.31,61.89,85.39,77.19,67.84,92.46,85.36,91.62,54.7,77.24,100,69.34,84.18,80.55,86,91.22,60.7,89.15,
97349,13.08,11.91,14.5,8.07,20.87,16.01,23.29,40.42,34.28,6.99,47.26,67.82,13.63,5.01,24.43,56.89,64.99,20.43,27.8,26.47,10.83,7.63,32.86,6.85,32.69,30,83.48,94.18,10.39,81.95,58.39,46.31,94.19,5.59,38.32,10.8,21.4,58.24,6.52,73.55,
97350,55.58,29.65,69.77,72.34,90.17,72.27,78.63,71.61,70.24,53.71,70.83,91,61.32,56.31,89.59,93.47,51.46,57.79,65.93,81.28,78.35,59.69,77.35,62.9,62.49,72.34,73.34,91,60.74,81.68,44.75,85.21,87.85,46.85,79.19,58.29,,93.79,64.99,92.03,65.81
97351,71.68,78.63,99.52,68.69,76.1,86.71,73.94,81.1,85.75,68.69,90.62,78.62,75.55,60.71,92.75,81.47,83.48,87.63,88.18,85.2,78.75,73.75,87.07,25.7,92.42,55.34,41.84,98.48,98.88,94.53,69.59,81.45,98.46,78.66,89.56,84.76,,85.41,58.94,89.02,74.91
97352,93.08,77.04,88.94,72.35,65.93,69.78,81.26,72.81,89.62,89.17,88.11,88.92,87.21,74.78,86.88,90.04,75.61,59.33,84.85,86.06,70.12,89.58,88.45,60.14,59.64,83.18,56.41,97.95,75.53,95.67,60.51,91.09,100,82.95,85.39,86.81,,82.54,67.46,94.15,75
97353,5.45,5.64,51.39,43.48,13.21,10.77,49.46,13.34,28.62,6.6,23.64,49.37,10.9,90.24,19.81,24.39,10.31,16.79,6.94,34.59,25.36,5.93,14.95,5.24,0,57.99,7.1,38.91,86.38,29.69,42.75,6.99,93.69,10.45,6.14,0,28.92,4.53,8.31,46.75,
97354,64.96,89.18,92.04,63.14,67.32,93.47,72.32,53.9,86.87,85.75,91.5,79.71,77.51,67.45,67.93,45.39,90.04,97.77,91.42,78.01,90.69,90.74,78.95,39.59,66.08,66.39,28.29,68.9,77.21,92.58,78.56,52.18,99.79,51.19,44.84,47.71,56.76,71.22,59.28,77.13,
97355,44.97,67.35,75.36,73.93,100,90.69,66.22,88.26,61.67,51.1,90.67,73.1,63.45,71.61,76.79,74.56,85.14,70.84,69.08,99.95,79,56.7,86.75,53.67,70.08,76.92,76.16,87.53,93.74,56.88,48,88.04,97.37,57.04,83.9,26.01,82.31,84.29,76.65,88.32,
97356,57.16,59.62,76.93,84.45,69.73,79.48,74.57,95.29,50.46,57.07,74.92,85.57,48.77,64.46,73.54,66.65,69.44,58.19,58.81,68.84,77.3,83.12,94.55,60.91,41.46,76.31,78,86.29,64.11,93.13,26.17,71.36,100,70.23,79.85,62.25,,87.47,60.38,94.11,56.54
97357,68.37,72.28,100,61.28,64.93,63.92,63.7,93.82,60.95,88.69,68.15,89.56,78.51,90.6,70.1,67.37,51.88,62.57,82.73,100,73.98,93.74,77.28,46.01,84.41,70.63,74.67,87.72,88.62,72.52,65.08,69.13,100,78.61,49.25,78.13,,94.98,64.57,77.38,51.06
97358,62.35,80,90.96,77.16,82.42,82.65,74.32,100,62.67,69.5,75.56,75.8,93.22,75.39,93.09,85.48,67.72,61.89,77.14,90.63,83.37,89.97,85.15,45.52,79.68,85.58,76.77,97.94,90.8,89.22,74.52,93.52,100,73.2,75.26,56.15,,92.23,74.9,90.97,66.31
97359,28.12,60.97,91.56,72.11,91.5,76.37,57.24,93.06,58.2,52.22,45.1,81,34.77,61.08,80.74,53.5,71.67,34.78,57.32,82.92,56.17,55.11,82.39,49.21,63.74,69.42,84.82,78.69,94.13,76.19,43.79,80.63,100,46.4,77.29,49.49,62.52,67.68,49.64,84.64,
97360,76.25,78.23,86.22,70.14,90.21,90.06,67.36,100,71.1,69.86,87.3,94.68,85.79,92.94,92.52,83.03,91.4,87.54,90.61,86.17,80.01,77.45,76.15,59.15,90.57,92.62,97.93,92.4,95.75,85.33,67.28,86.46,99.36,83.65,89.82,59.6,,91.78,78.5,88.83,70.45
97361,79.39,91.83,71.78,66.56,85.86,70.68,70.23,93.87,84.8,66.89,89.87,87.59,68.51,74.59,75.73,83.49,82.39,59.69,68.61,93.41,91.91,81.4,69.23,54.9,63.22,57.76,70.97,85.84,53.34,92.8,43.62,73.37,86.42,57.4,84.88,57.14,,83.78,51.13,80.95,55.31
97362,10.55,47.89,47.62,69,83.01,91.65,61.67,82.1,33.51,50.41,56.38,71.86,74.32,92.41,93.42,68.79,71.46,40.22,71.87,88.19,60.59,61.7,91.03,64.01,58.1,81.43,55.71,88.85,74.88,86.6,40.27,94.98,100,80.18,83.83,48.76,93.14,89.62,43.12,88.71,
97363,65.21,93,100,87.62,88,77.12,69.98,100,91.08,79.31,94.89,85.99,76.78,93.43,85.56,86.66,87.65,76.03,88.69,98.37,73.77,86.77,88.46,59.3,94.78,85.5,88.63,90.07,92.07,100,83.09,100,100,69.77,60.53,71.35,100,100,73.19,79.14,
97364,8.76,42.36,51.26,38.77,81.32,31.08,56.01,69.86,8.52,73.48,46.19,85.6,58.18,73.34,80.5,74.28,57.21,58.5,40.55,78.95,63.25,59.12,86.02,56.17,64.49,70.11,68.72,77.01,87.1,37.11,60,45.24,100,43.3,84.06,49.15,,87.68,44.03,90.74,52.74
97365,49.6,11.98,83.7,55.92,91.19,32.16,61.71,78.28,38.49,34.45,59.03,92.49,32.37,43.31,84.36,94.46,58.97,59.62,44.73,88.61,31.6,37.35,86.41,69.74,35.14,83.52,67.03,85.47,66.52,90.98,42.68,70.87,98.61,80.71,76.31,59.66,,89.37,80.86,87.58,92.78
97366,56.48,82.79,93.41,47.76,92.19,88.8,77.7,100,78.61,63.18,82.93,82.56,92.54,83.79,88.24,77.56,88.82,40.16,100,85.86,78.48,91.51,91.73,54.4,100,79.31,89.59,77.83,95.51,100,86.13,86.37,99.16,90.89,62.62,59.39,,100,78.63,90.98,77.81
97367,46.45,65.96,91.66,91.63,85.88,85.39,65.75,97.35,82.06,81.28,90.94,81.72,74.03,86.97,92.69,94.41,100,87.1,90.72,92.93,76.29,88.61,91.68,56.19,87.2,89.12,87.19,93.56,91.08,100,71.65,100,96.26,78.3,62.96,74.32,77.7,93.99,66.56,92.12,
97368,52.95,66.27,91.42,73.62,79.39,51.46,59.18,92.27,61.28,45.88,66.23,94.87,28.64,62.44,82.08,80.28,81.4,63.56,79.09,93.96,62.91,63.06,90.68,58.71,63.07,93.43,94.48,80.7,75.57,91.01,67.7,83.39,100,81.22,77.67,59.81,,89.54,70.23,92.29,74.25
97369,67.3,93.33,88.76,70.87,94.48,81.16,76.43,58.96,87.67,90.63,93.76,72.01,28.25,7.23,71.03,56.49,78.66,42.16,73.21,80.65,71.63,75.1,55.14,62.11,65.51,79.95,86.21,87.25,74.9,84.59,59.67,37.14,88.76,41.92,92.81,59.3,,82.65,63.39,94.85,79.13
97370,10.07,82.15,64.87,67.27,27.2,19.1,72.03,38.07,31.81,11.61,14,60.43,99.59,12.09,62.14,47.93,26.63,38.38,30.67,36.3,52.26,9.7,82.68,49.13,33.88,47.45,28.98,84.56,29.81,9.61,38.47,61.82,89.9,32.86,53.51,31.47,,57.94,60.13,84.25,46.93
97371,33.73,68.69,85.14,80.04,89.68,89.82,84.83,100,69.85,68.23,80,85.21,52.89,83.47,82.07,94.21,76.78,59.6,76.11,92.81,56.19,36.52,88.11,54.16,79.11,85.92,89.97,100,92.44,89.57,62.38,87.25,97.11,63.27,88.43,58.75,,77.55,56.56,85.75,72.02
97372,36.64,70.6,57.75,59.61,89.59,67.31,65.34,88.94,55.02,86.89,84.75,86.47,46.73,65.13,92.95,85.24,86.82,43.67,91.37,80.38,66.58,76.37,94.38,58.45,76.11,93.72,87.12,99.33,92.27,90.97,75.54,100,100,65.66,83.52,63.37,,91.28,49.76,88.33,69.07
97373,79.9,63.03,82.44,90.35,94.85,79.38,77.91,100,73.49,63.67,68.09,74.53,62.39,66.51,87.95,91.29,90.78,74.98,92.06,77.07,71.85,93.76,89.52,57.25,79.68,85.24,95.25,100,92.66,100,76.44,92.68,100,81.51,55.08,62.24,,86.53,80.71,94.84,88.1
97374,42.93,38.88,58.16,37.16,94.31,62.18,66.39,94.24,40.47,7.99,8.01,85.97,69.06,79.47,80.39,83.97,48.43,81.2,49.58,70.78,54.5,54.47,75.84,59.01,36.86,72.32,79.98,76.6,81.52,67.83,53.86,65.01,100,62.62,37.9,61.7,,76.1,77.3,75.22,67.77
97375,29.42,66.62,91.07,70.13,94.72,62.3,65.29,66.8,52.8,40.6,66.61,79.57,78.66,68.84,70.7,82,72.37,83.88,71.59,79.36,73.98,66.17,81.34,51.67,63.81,80.68,88.51,86.07,91.37,85.43,47.14,92.32,100,81.83,90.01,62.3,,87.45,56.34,87.01,73.73
97376,11.45,28.33,62.18,53.88,51.64,50.42,66.68,91.85,5.68,28.39,23.38,68.49,17.76,53.82,55.84,71.32,29.28,55.35,35.23,58.29,39.09,8.69,74.47,44.85,50.76,56.05,38.08,72.01,10.11,72.15,45.92,7.7,84.19,14.59,30.74,31.49,,62.47,23.77,84.43,31.96
97377,35.86,27.64,80.95,74.14,94.71,65.37,75.6,87.04,63.67,63.62,84.18,71.62,73,77.55,77.21,83.96,75.24,56.67,77.37,89.37,74.7,75.55,75.76,60.95,71.57,94.84,80.07,94.64,93.8,93.05,58.38,77.86,97.34,75.21,81.79,45.42,,87.4,68.18,90.88,72.99
97378,73.16,6.15,18.92,32.01,70.21,7.11,78.67,36.92,23.7,30.3,21.76,55.53,10.79,12.52,67.3,47.69,16.08,41.02,30.64,82.22,76.3,33.41,67.03,40.56,22.16,68.58,61.61,84.74,29.9,27.42,31.53,32.12,81.28,44.91,79.66,41.98,57.42,78.4,63.12,79.04,
97379,12.16,30.81,86.06,26.42,53.13,48.62,45.87,40,5.08,52.54,31.2,41.3,78.1,32.56,56.63,45.14,19.59,58.13,7.75,47.15,54.43,9.9,53.49,37.18,6.22,30.82,57.96,94.34,92.41,28.9,10.24,42.6,89.89,29.18,54.29,36.35,,68.52,61.13,75.24,72.77
97380,89.64,78.58,92.99,69.75,92.37,66.68,66.72,92.51,57.8,94.92,85.58,92.93,83.62,68.02,65.39,48.56,82.74,92.64,48.78,88.04,83.59,93.03,92.08,40.92,73.09,65.38,74.57,99.31,26.75,86.8,88.57,83.14,100,71.32,88.11,65.8,,85.42,87.5,93.63,87.44
97381,39.5,69.28,78.24,71.06,78.77,48.35,70.95,98.19,74.83,27.88,72.51,81.57,6.78,59.3,79.96,91.4,67.24,50.32,69.33,76.61,57.89,82.21,76.61,51.28,59.62,80.56,76.28,86.27,60.68,89.56,78.39,85.74,100,73.32,78.93,55.19,,89.77,81.91,86.24,73.45
97382,60.77,76.74,10.28,20.21,45.05,60.04,80.04,33.95,64.39,17.44,59.11,67.93,71.3,85.11,54.71,57.92,6.15,26.67,20.45,31.46,65.22,14.51,66,52.36,10.35,55.62,57.31,86.41,31.15,53.44,46.18,50.79,89.24,49.9,74.82,41.12,,87.73,72.45,92.01,82.56
97383,14.99,31.71,11.19,9.51,56.83,51.51,65.18,9.86,11.04,10.45,9.93,59.92,15.49,80.63,20.33,60.37,46.56,5.07,26.47,20.78,25.37,33.12,8.53,63.14,3.97,62.85,17.18,57.22,92.34,0,37.05,8.52,40.81,24.5,11.4,0,43.16,0.01,12.03,69.47,
97384,62.41,70.7,12.55,22.45,80.26,37.23,65.56,24.2,39.8,42.08,32.14,78.92,23.42,13.82,74.39,69.38,14.47,80.2,25.67,39.56,69.61,67.55,65.35,58.87,48.18,72.1,55.51,96.46,11.5,75.95,30.23,31.08,100,25.03,91.96,49.48,,92.08,86.04,91.73,71.58
97385,63.56,19.65,59.79,66.88,89.89,37.97,77.25,78.69,51.89,23.1,38.3,83.76,35.18,59.48,77.91,68.76,33.17,46.9,34.44,50.37,84.89,13.07,77.47,52.66,32.99,82.75,70.99,75.36,43.26,60.6,15.74,53.63,86.87,46.69,60.05,33.65,70.44,94.89,70.99,79.89,
97386,24.66,29.36,31.7,50.66,47.48,25.12,72.18,51.99,29.31,37.84,56.3,65.71,13.74,16.42,69.45,62.28,35.06,41.44,44.09,41.38,39.39,17.78,92.99,46.28,31.03,64.91,57.4,93.76,50.52,78.68,43.71,60.1,91.19,35.59,75.65,61.03,,79.19,64.35,83.93,60.37
97387,11.75,36.15,32.44,18.72,46.97,21.8,37.27,58.19,25,88.81,50.68,52.74,50.97,34.65,57.65,62.73,5.02,58.47,27.17,62.5,22.37,25,18.6,26.4,20.28,72.82,35.99,93.6,29.36,64.89,45.64,52.94,92.94,37.3,85.01,29.54,,66.45,52.33,82.65,70.04
97388,6.77,8.84,19.54,62.54,6.91,19.31,58.85,11.26,33.56,7.85,5.69,24.93,13.81,62.22,22.76,14.28,12.35,19.5,20.95,28.76,35.96,11.1,5.41,20.64,8.09,41.82,57.98,6.05,72.78,22.84,5.23,21.71,32.2,2.89,69.28,0,,4.25,53.5,56.82,0
97389,7.22,39.43,16.43,9.73,47.68,56.87,84.56,34.29,72.54,23.83,35.88,78.57,23.76,82.82,55.07,80.14,45.62,33.6,46.95,37.17,70.45,13.33,67.62,37.97,34.85,62.09,54.14,81.71,14.7,70.52,8.4,30.58,92.93,18.99,64.8,11.13,24.43,86.01,42.62,83.03,
97390,70.77,61.54,89.45,52.3,67.52,70.98,70.91,95.17,60.78,50.23,60.48,81.51,58.02,67.59,77.33,66.65,63.61,45.62,59.03,51.94,70.74,57.26,82.4,44.71,51.6,83.26,58.15,87.18,58.78,81.13,45.58,74.54,100,63.57,59.85,48.76,63.46,86.68,72.23,81.94,
97391,26.38,31.82,64.22,48.78,71.65,50.57,45.18,70.23,27.94,20.12,74.41,74.49,9.1,17.26,72.44,77.75,53.13,80.38,5.69,46.1,31.54,32.76,63.95,42.02,18.29,64.08,35.36,86.3,34.31,52.24,33.32,44.66,99.09,33.44,76.63,51.92,,91.08,63.86,75.35,76.68
97392,36.91,14.9,61.14,37.68,80.35,46.76,71.47,64.51,29.11,12.83,60.82,93.76,7.79,18.19,75,71.23,39.04,58.25,74.93,68.76,69.16,35.57,61.75,83.62,32.68,77.14,91.04,88.51,59.11,61.6,59.17,66.6,100,71.65,42.65,55.1,,90.3,68.49,94.43,94.97
97393,64.45,78.36,90.87,33.14,90.73,84.9,58.58,85.34,55.36,55.72,78.22,35.18,76.47,56.41,67.85,78.55,49.23,60.3,93.48,94.4,51.42,58.1,70.89,57.84,60.79,88.74,77.14,92.61,61.02,81.74,82.32,91.27,98.49,62.35,62.6,73.14,,77.4,37.5,75.08,71.09
97394,5.63,50.71,60.41,69.55,65.28,59.86,61.12,66.77,14.37,26.31,36.51,78,15.16,17.82,82.66,73.65,26.12,60.21,18.64,65.37,52.53,19.63,67.03,84.14,48.05,74.43,31.3,57.52,77.18,58.94,12.6,21.11,95.92,49.33,57.48,70.55,45.31,87.44,47.66,82.22,
97395,54.12,42.78,73.82,91.21,56.57,27.85,70.09,55.4,49.15,24.66,58.51,84.58,15.47,17.53,73.71,67.35,58.54,72.76,37.11,83.54,80.38,45.6,86.35,79.48,27.94,83.04,71.77,93.9,83.39,74.08,17.15,69.12,100,55.44,80.48,54.36,,94.29,81.25,94.11,56.61
97396,26.7,73.62,47.93,56.49,70.57,40.13,73.95,100,33.76,11.19,23.57,82,9.74,32.43,82.61,75.45,79.5,37.18,58.09,82.5,68.54,58.76,75.45,72.06,17.37,55.57,62.98,75.82,72.6,74.25,43.06,84.06,85.77,75.43,58.38,58.02,,85.37,69.47,82.57,70.84
97397,52.18,48.48,59.11,61.88,91.14,14.84,80.1,67.33,35.44,27.66,62.95,94.95,52.49,24.58,74.39,85.5,73.75,86.31,27.14,87.97,75.71,38.05,69.57,77.77,18.88,92.8,78.14,72.49,25.72,73.82,27.3,77.56,99.98,58.46,72.2,70.86,74.17,75.2,81.67,81.07,
97398,17.77,42.77,52.96,15.05,21.95,24.39,56.9,13.87,8.61,8.41,14.5,69.36,8.06,7.78,54.57,25.88,29.57,29.73,12.59,33.57,56.81,7.87,3.08,58.84,32.25,24.15,89.74,90.44,0,20.4,54.91,6.38,90.47,11.97,80.91,8.42,,69.6,40.11,67.87,50.71
97399,23.36,58.2,91.98,81.8,83.73,48.8,69.63,93.39,24.16,25.67,57.24,86.38,40.99,50.94,94.02,70.31,51.44,49.54,38.72,89.05,80.92,38.98,78.41,73.7,20.92,79.43,77.98,94.2,80.68,61,33.46,84.23,98.34,59.62,84.79,58.19,,78.48,61.75,85.93,57.72
97400,11.05,20.16,60.73,60.47,61.99,45.14,51.08,84.01,36.58,26.53,58.37,61.91,11.04,17.37,57.85,38.55,38.43,21.89,58.46,51.62,44.81,10.52,27.41,64.6,33.47,45.56,66.46,91.68,19.25,50.77,48.15,38.82,97.73,25.72,25.32,38.45,,69.55,51.69,67.4,49.81
97401,14.1,51.22,14.84,44.8,61.06,63.93,58,65.55,65.29,38.1,48.74,64.81,8.85,44.93,49.47,45.63,45.1,37.87,61.04,48.15,27.9,33.71,35.66,59.74,22.7,40.51,58.46,78.32,13.78,28.51,7.11,25.09,100,13.23,5.98,35.76,,82.06,28.6,57.97,55.13
97402,5.38,11.44,50.07,14.45,48.71,18.13,60.55,61.24,64.06,6.95,22.32,39.27,41.47,93.66,57.27,33.18,20.12,14.49,16.47,57.3,36.17,16.99,63.84,61.61,21.81,20.43,52.14,93.56,100,21.66,20.57,27.18,65.08,18.06,8.94,40.65,53.08,77.44,52.07,84.42,
97403,51.89,10.86,14.18,7.89,89.38,36.02,81.19,70.5,25.05,14.61,29.39,65.57,27.59,6.88,53.77,73.17,33.69,57.21,11.07,72.14,58.74,23.19,58.58,74.27,10.45,25.44,39.53,46.05,69.9,26.85,11.01,24.86,93.51,30.61,25.35,28.85,,55.27,36.04,83.42,61.55
97404,7,12.57,62.57,14.39,23.41,55.23,58.66,5.57,9.68,9.77,17.94,65.66,61.64,42.85,35.41,63.07,11.83,41.12,32.91,61.87,46.21,14.34,70.82,50.44,13.19,25.69,59.67,92.17,13.04,53.06,10.4,25.88,90.75,27.32,26.78,31.91,73.4,75.36,73.05,88.23,
97405,8.91,15.4,13.88,23.6,26.25,33.48,69.15,63.06,23.68,6.55,20.62,69.29,41.06,34.57,59.84,66.85,52.1,59.84,34.82,59.31,69.22,30.04,59.84,24.94,21.31,48.1,61.59,95,25,58.65,31.72,58.44,100,9.29,55.04,27.25,45.01,83.56,59.56,89.6,
97406,8.77,32.89,47.15,39.59,51.73,46.46,57.93,88.35,74.54,34.94,66.81,50.2,62.04,54.3,56.96,44.11,38.78,59.27,33.33,89.7,33.57,30.81,80.22,23.26,35.51,33.41,63.62,94.72,56.86,31.42,11.94,39.32,96.49,28.26,11.09,57.15,61.79,84.31,37.88,77.61,
97407,46.04,49.22,70.91,63,68.05,67.12,70.85,94.75,46.08,67.08,64.78,78.81,69.35,57,69.98,56.48,45.47,81.18,70.45,87.75,61.11,21.33,71.17,60.13,49.36,73.17,61.24,98.51,70.59,75.41,54.5,42.72,97.76,48.99,76.13,64.43,,91.12,55.79,79.48,72.17
97408,5.63,7.84,63.54,64.48,56.91,25.08,64.23,71.02,10.56,18.49,31.02,79.88,10.99,46.16,48.64,72,36.96,77.47,26.7,68.68,64.7,35.6,66.34,72.89,19.15,58.67,54.35,88.07,16.89,61.59,17.43,65.72,90,57.15,74.88,63.91,,84.76,62.21,90.76,73.24
97409,14,25.44,6.89,5.28,40.49,47.2,57.23,11.64,14.65,63.38,11.45,26.44,83.37,38.47,35.16,25.14,8.71,6.84,13.87,45.93,73.46,17.49,67.68,50.03,11.31,88.45,33.94,76.86,38.37,21.96,17.82,19.77,90.33,27.09,28.44,53.11,64.62,65.41,44.25,81.22,
97410,60.51,62.14,12.19,90.54,26.65,24.07,77.68,25.52,25.96,5.08,6.45,44.14,62.3,9.41,41.13,6.63,36.98,43.06,7.68,65.8,74.72,45.88,41.14,43.76,44.54,91.63,21.92,73.53,12.83,6.77,56.9,22.96,88.97,12.75,45,10.78,44.6,53.07,27.48,80.07,
97411,5.98,6.19,7.87,12.68,19.98,63.78,43.35,43.69,10.33,9.28,9.47,56.7,78.78,9.51,38.61,22.23,93.03,11.98,5.85,28.6,34.36,30.44,41.9,44.32,7.3,58.05,7.02,82.83,89.49,68.3,56.08,7,6.24,21.46,54.63,0.26,30.74,13.94,37.46,69.31,
97412,8.01,10.12,31.15,13.19,26.05,26.6,51.81,35.54,10.42,6.27,25.45,17.98,14.28,11.63,38.75,37.76,48.3,6.14,24.81,64.15,64.25,26.89,22.37,38.6,18.04,9.75,12.37,78.26,6.62,60.38,34.06,10.71,93.55,8.79,38.61,47.18,7.9,59.68,11.59,74.8,
97413,11.06,75.06,45.14,33.88,50.27,38.07,75.45,60.39,51.52,18.52,37.4,41.76,63.47,29.62,41.27,54.6,62.33,25.05,40.39,38.15,81.94,55.39,31.65,48.56,11,45.34,28.71,91.72,9.77,25.18,7.16,5.66,97.39,16.94,60.56,32.67,28.29,90.63,33.82,73,
97414,14.14,10.21,34.79,5.89,23.27,69.22,59.39,9.2,62.83,25.97,12.9,63.69,12.05,12,60.5,53.62,36.21,67.3,18.2,74.7,25.56,25.21,47.85,36.14,14.85,15.85,17.19,80.71,85.56,28.58,10.39,43.13,87.35,63.88,44.19,28.9,51.61,70.51,10.38,74.48,
97415,11.23,73.45,80.08,33.57,28.62,86.25,64.1,80.58,40.43,26.28,65.67,56.66,47.44,56.6,73.18,50.3,88.35,24.52,75.63,91.35,64.21,70.34,92.72,46.1,83.89,61.42,39.68,94.84,72.57,50.82,71.04,39.27,98.09,20.61,76.3,54.78,,86.18,72.67,75.06,58.25
97416,5.3,34.66,61.99,14.59,46.39,16.07,56.16,50.07,8.74,14.12,8.45,30.21,23.68,10.59,5.33,56.26,15.44,38.58,7.22,40.25,14.5,6.48,23.85,11.19,17.61,30.97,16.34,70.81,6.16,72.19,8.13,12.8,66.66,26.71,23.81,19.9,,26.69,14.14,76.49,60.06
97417,34.49,9.49,13.28,23.15,63.33,39.29,72.34,48.07,34.07,25.9,62.08,68.12,32.35,28.89,75.16,57.99,60.72,25.32,28.76,59.84,62.9,31.92,83.28,61.45,53.48,84.43,55.04,69.72,55.38,64.13,44.76,60.98,89.22,51.84,32.87,82.96,59.19,89.12,74.76,82.65,
97418,81.43,86.15,42.13,86.34,100,55.08,80.89,69.57,59.7,24.17,24.87,68.59,100,60.23,65.01,76.65,29.33,30.43,70.89,45.74,94.41,76.33,72.94,74.73,42.26,62.73,70.84,96.83,30.02,89.46,68.75,63.51,100,55.95,89.14,55.56,,91.22,81.05,94.2,100
97419,87.44,83.54,37.34,85.72,94.91,64.78,86.07,95.19,64.84,67.74,36.48,77.01,57.63,75.81,86.04,66.12,65.53,45.22,62.62,91.85,69.26,52.32,80.42,64,51.43,67.58,62.7,91.92,87.96,93.43,51.38,94.18,100,65.1,82.98,62.23,,93.13,82.22,86.53,66.94
97420,92.37,94.43,74.12,90.87,85.02,51.06,86.69,89.78,69.2,90.4,56.81,90.37,92.42,78.31,92.13,75.86,92.1,94,89.58,93.36,77.98,71.85,95.05,50.5,77.59,80.93,64.32,99.15,96.61,98.49,81.74,91.56,98.82,76.85,85.12,65.72,,88.11,79.97,86.22,82.22
97421,92.23,89.79,36.35,91.89,38.38,70.56,78.09,95.83,83.8,70.69,42.24,89.92,88.85,81.16,72.85,74.25,25.36,40.06,75.78,82.51,87.5,35.46,73.17,73.82,53.44,77.65,38.09,92.82,20.08,69.51,32.78,62.73,100,77.28,78.48,85.86,72.36,85.24,60.71,85.39,
97422,78.33,74.68,54.24,88.36,90.08,55.38,86.36,93.53,59.89,62.28,29.84,88.81,75.08,57.48,66.23,65.56,64.23,64.37,59.16,72.63,65.27,58.82,74.22,56.15,42.51,55.54,55.17,85.97,100,79.07,44.47,67.47,97.24,45.28,79.89,64.33,,91.93,33.46,79.22,56.46
